0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
492.554,120.578,0.926881,501.699,136.242,0.832369,485.971,136.248,0.878151,476.93,161.004,0.902302,465.181,181.897,0.916429,517.313,134.955,0.877074,527.779,159.697,0.861784,529.102,180.63,0.859965,499.085,185.848,0.798997,488.621,185.833,0.789974,486.031,227.584,0.847635,493.877,266.803,0.831169,509.54,185.856,0.785521,508.252,232.805,0.845666,505.641,268.063,0.850179,488.626,119.205,0.869772,495.195,119.203,0.954645,0.0,0.0,0.0,505.609,119.207,0.928654,504.317,277.189,0.718226,508.228,277.148,0.740507,505.559,273.275,0.62218,493.813,277.211,0.78467,486.038,275.947,0.781125,495.208,271.996,0.637049
492.56,120.527,0.931787,501.675,134.947,0.828368,484.783,136.216,0.879249,476.916,160.975,0.89061,465.182,181.896,0.921234,517.305,134.938,0.874381,527.784,158.431,0.848803,529.096,180.619,0.862719,499.076,185.813,0.802067,487.374,184.57,0.796649,486.033,226.334,0.855868,493.844,266.784,0.826176,509.548,185.817,0.787455,509.519,232.778,0.816285,505.588,268.045,0.827753,488.623,117.96,0.870996,495.205,117.945,0.938659,0.0,0.0,0.0,505.602,117.983,0.915288,501.684,277.18,0.671439,506.901,277.157,0.739737,504.297,271.992,0.591491,493.809,277.196,0.791169,486.029,275.933,0.790199,495.182,271.956,0.619973
492.525,119.301,0.925743,500.385,134.944,0.830819,484.771,136.216,0.887693,476.915,160.961,0.882511,465.172,181.891,0.928091,516.084,134.947,0.87213,527.777,158.431,0.832397,529.091,180.622,0.864249,499.057,184.544,0.812953,487.371,184.538,0.807428,486.004,226.337,0.862863,493.873,266.769,0.840992,509.507,184.545,0.805029,509.54,230.201,0.818848,504.289,266.772,0.836627,487.369,116.674,0.861545,495.184,116.655,0.920086,0.0,0.0,0.0,505.57,117.978,0.903726,504.283,277.143,0.747177,506.96,275.904,0.791428,501.675,270.68,0.545384,493.852,277.198,0.823799,486.073,277.142,0.817683,495.179,271.975,0.630423
491.241,119.276,0.918476,499.109,134.946,0.830488,484.754,136.237,0.889274,476.895,160.987,0.900228,465.181,181.896,0.9255,516.072,134.946,0.870424,527.768,157.135,0.810523,527.868,180.608,0.858842,497.788,184.513,0.832207,487.332,184.51,0.831424,486.019,227.624,0.847295,493.867,266.776,0.851616,508.238,184.514,0.821325,509.518,230.197,0.821122,505.549,266.745,0.862949,487.341,116.635,0.858577,495.163,115.378,0.910165,0.0,0.0,0.0,505.55,117.977,0.896978,504.312,275.914,0.735748,508.196,275.855,0.757053,503.003,269.392,0.580726,493.838,277.204,0.836915,486.067,277.141,0.827599,495.193,270.697,0.662208
489.937,119.26,0.917522,497.819,134.952,0.843969,484.716,136.242,0.88904,476.892,160.98,0.89955,465.189,181.881,0.923102,516.032,134.937,0.863658,526.505,158.406,0.821579,527.845,180.606,0.861585,497.763,184.538,0.836714,487.318,184.528,0.833413,485.996,227.621,0.847179,495.109,266.793,0.897616,508.209,184.542,0.830105,509.521,230.226,0.818402,506.881,266.723,0.865336,486.101,115.366,0.858705,495.13,115.354,0.903712,0.0,0.0,0.0,505.53,117.963,0.878044,506.866,275.854,0.758594,510.846,274.562,0.700664,505.603,269.348,0.628781,493.875,277.207,0.880252,487.304,277.141,0.851703,496.453,270.686,0.729461
489.935,119.219,0.903237,497.786,133.649,0.865192,484.704,134.94,0.886888,475.654,159.749,0.898885,465.158,181.888,0.92826,514.759,133.615,0.859421,526.419,158.402,0.820297,527.85,180.58,0.865541,496.505,185.82,0.838138,486.067,184.575,0.834046,486.02,230.188,0.841178,495.107,266.816,0.903725,506.949,185.821,0.830293,509.537,231.487,0.826911,506.973,268.063,0.851476,486.1,114.046,0.859863,495.128,114.065,0.902118,0.0,0.0,0.0,504.3,117.944,0.851256,508.244,277.183,0.82807,516.007,275.905,0.834858,505.655,273.296,0.703219,495.092,277.228,0.882351,487.327,277.158,0.855263,496.448,271.965,0.778719
488.671,119.258,0.916111,497.747,133.638,0.878174,484.683,134.912,0.881989,475.627,160.966,0.911689,465.129,181.933,0.941804,514.711,133.611,0.85226,525.202,157.121,0.820175,527.823,180.607,0.885942,496.513,185.823,0.840142,486.086,184.576,0.828701,486.027,230.212,0.843738,495.12,266.803,0.90703,506.947,185.827,0.833978,509.538,230.231,0.830515,506.939,266.798,0.86349,486.081,115.359,0.870739,495.115,115.373,0.901993,0.0,0.0,0.0,504.296,117.977,0.865022,508.193,277.159,0.836518,514.762,275.882,0.828509,505.619,271.966,0.671003,495.117,277.214,0.908448,487.345,277.146,0.862164,496.454,270.694,0.761679
488.655,119.264,0.921185,496.532,133.653,0.88093,484.661,134.911,0.87597,475.611,159.747,0.910268,465.114,181.901,0.944081,514.705,133.64,0.84204,525.157,158.406,0.815264,527.805,180.593,0.876278,496.508,184.537,0.852925,486.072,184.521,0.847988,486.003,228.909,0.842907,495.099,266.807,0.880543,506.948,184.549,0.843556,508.238,231.489,0.840825,506.867,266.828,0.866559,486.061,115.369,0.876314,495.104,116.622,0.899476,0.0,0.0,0.0,504.269,119.193,0.860501,505.606,277.182,0.821374,510.814,275.936,0.783618,505.573,271.989,0.650107,495.09,277.227,0.862954,486.093,277.162,0.828608,496.43,271.961,0.717829
488.615,119.292,0.935412,496.487,133.656,0.890459,483.416,134.939,0.856012,475.553,160.969,0.923971,463.891,181.919,0.9523,513.44,133.617,0.843509,523.861,158.424,0.808718,527.792,180.592,0.878721,496.508,184.54,0.855991,486.075,184.526,0.846016,486.025,230.207,0.836451,493.838,268.042,0.851093,506.945,184.551,0.848905,508.201,231.509,0.85927,505.654,268.111,0.863095,486.023,116.672,0.902649,493.855,116.66,0.896032,0.0,0.0,0.0,502.991,117.981,0.857538,505.572,277.249,0.760847,509.511,277.197,0.746904,505.535,274.546,0.676637,493.826,277.25,0.822989,486.045,277.17,0.825221,495.184,272.0,0.720068
488.643,119.293,0.923885,496.466,133.647,0.89645,483.395,133.663,0.850651,475.553,159.748,0.916238,463.889,181.857,0.93401,513.422,133.633,0.836857,521.28,159.71,0.824843,527.754,180.627,0.898895,496.449,184.57,0.851526,486.007,184.536,0.854954,484.744,230.2,0.84047,493.827,266.817,0.847592,506.905,185.836,0.843301,508.203,231.531,0.858147,505.63,269.371,0.851639,486.039,116.68,0.898649,493.875,116.657,0.898015,0.0,0.0,0.0,502.997,117.962,0.851706,504.316,278.494,0.769381,508.237,277.234,0.776948,504.313,274.584,0.654051,493.829,277.238,0.81678,486.036,277.166,0.811305,495.178,271.978,0.695009
488.612,119.292,0.927669,496.454,133.659,0.894636,483.386,134.917,0.845697,475.552,160.972,0.923855,463.857,181.853,0.935563,513.409,133.64,0.833008,521.246,159.751,0.835792,527.734,180.622,0.891352,496.419,184.551,0.858399,485.986,184.525,0.858253,484.745,228.926,0.842442,493.813,266.819,0.848243,506.86,184.571,0.845631,506.95,228.913,0.856393,505.62,268.08,0.863821,486.015,116.684,0.902281,493.846,116.657,0.892019,0.0,0.0,0.0,502.957,117.957,0.845226,505.547,277.253,0.803122,508.247,277.188,0.795516,504.309,273.284,0.655554,493.852,277.223,0.83716,486.056,277.168,0.817639,495.169,271.98,0.703482
487.347,119.329,0.943521,496.455,133.649,0.898438,483.393,133.628,0.855778,475.55,159.73,0.918636,463.832,181.882,0.947066,513.42,134.911,0.828779,521.264,160.985,0.84046,526.519,181.879,0.910833,495.205,184.538,0.8606,484.772,184.508,0.857557,484.661,226.336,0.852808,491.231,266.814,0.818651,505.633,184.562,0.839048,506.897,230.201,0.864823,505.636,268.103,0.849588,485.981,117.943,0.91836,493.81,117.931,0.896529,0.0,0.0,0.0,501.7,117.991,0.862493,504.295,277.265,0.77541,508.235,277.21,0.77824,505.549,274.549,0.657318,492.534,277.192,0.771503,485.989,275.935,0.778463,495.107,271.972,0.676222
486.099,120.539,0.956709,496.459,134.936,0.891255,483.384,134.94,0.842793,475.536,159.743,0.922525,463.803,181.865,0.938674,513.436,134.928,0.825564,522.566,159.711,0.808268,526.48,181.857,0.892709,495.18,184.558,0.854527,484.743,184.524,0.85505,483.422,227.58,0.845936,492.563,266.785,0.831235,505.609,185.826,0.830171,506.888,231.483,0.867597,505.63,269.353,0.842344,484.765,117.983,0.921275,492.523,117.962,0.895518,0.0,0.0,0.0,501.68,117.992,0.862576,504.284,278.507,0.753365,508.219,277.241,0.774097,505.534,274.557,0.657178,493.809,277.216,0.794238,486.007,277.148,0.796743,495.16,270.672,0.682659
486.075,120.55,0.965011,496.46,136.256,0.890687,483.365,137.514,0.843089,474.335,160.983,0.934336,462.559,181.874,0.926135,513.454,136.245,0.829521,521.293,159.748,0.808671,526.487,181.859,0.892349,495.173,185.818,0.841447,484.734,184.538,0.844699,483.415,227.601,0.819146,492.539,266.751,0.814643,505.604,185.864,0.819253,505.655,232.783,0.857376,505.615,268.107,0.830051,484.749,119.194,0.927364,491.249,117.975,0.894724,0.0,0.0,0.0,501.664,119.199,0.870525,502.997,277.26,0.694116,506.974,277.214,0.741923,504.319,273.304,0.63163,493.821,277.19,0.79581,486.015,275.928,0.782791,495.13,269.361,0.650299
486.073,120.547,0.965586,496.461,136.24,0.886718,483.367,136.25,0.83855,474.333,159.754,0.922384,462.53,181.886,0.917567,514.688,136.227,0.825585,522.585,159.706,0.795667,526.476,180.608,0.876775,495.177,184.567,0.841984,484.742,184.523,0.846969,483.384,226.343,0.80947,492.541,266.754,0.81109,505.601,185.848,0.82119,505.607,232.774,0.848827,505.607,269.358,0.826782,484.747,117.993,0.92501,491.249,117.973,0.894389,0.0,0.0,0.0,501.665,119.199,0.870384,502.975,278.491,0.714227,506.963,277.233,0.765414,505.535,274.555,0.645853,493.813,277.194,0.784679,486.01,275.93,0.7786,495.138,269.363,0.636608
486.052,120.536,0.974666,496.474,136.246,0.884826,483.403,137.514,0.85415,474.333,160.971,0.929558,462.505,181.902,0.912327,514.687,134.947,0.826701,523.858,158.437,0.796946,526.44,180.599,0.85933,495.187,184.55,0.856171,484.753,184.506,0.861863,482.105,227.597,0.811182,492.564,266.729,0.827383,505.612,185.831,0.831372,505.595,231.512,0.853506,505.581,269.349,0.827875,484.731,117.976,0.921318,491.219,117.96,0.88896,0.0,0.0,0.0,500.392,119.19,0.866693,501.68,278.485,0.720487,506.94,277.229,0.779353,504.31,274.556,0.646987,493.815,277.183,0.800493,486.009,275.927,0.795107,495.146,268.095,0.642296
486.011,119.323,0.976733,496.431,136.239,0.887489,482.078,137.526,0.827827,474.326,160.978,0.93255,462.509,181.894,0.91392,513.424,134.923,0.82457,523.848,158.423,0.797005,525.186,180.6,0.847967,495.2,184.572,0.843385,484.765,184.534,0.852745,482.093,227.606,0.815559,492.551,266.706,0.81664,505.622,185.85,0.822874,505.558,231.521,0.846628,505.547,269.346,0.810977,484.695,117.933,0.902014,489.921,117.923,0.877506,0.0,0.0,0.0,500.361,117.989,0.866134,500.367,278.489,0.737696,506.902,277.23,0.795173,504.296,274.544,0.645813,492.524,277.164,0.771423,485.979,275.892,0.781684,495.147,268.061,0.633444
485.988,119.296,0.975991,496.421,134.959,0.886934,480.803,136.257,0.82312,474.322,160.978,0.935611,462.53,181.888,0.917265,513.419,133.642,0.830459,523.859,157.139,0.793377,525.178,180.565,0.838856,495.205,184.569,0.841341,484.765,184.533,0.851764,482.1,228.887,0.812736,492.549,266.73,0.821614,505.632,185.846,0.822129,505.565,232.807,0.854518,505.555,269.349,0.815196,484.674,116.674,0.87774,488.652,116.665,0.873258,0.0,0.0,0.0,499.097,117.986,0.869312,500.379,278.488,0.742729,506.914,277.231,0.796932,504.306,274.548,0.648117,492.537,277.182,0.773795,485.986,275.917,0.783931,495.15,268.102,0.628388
484.769,119.291,0.974369,496.406,136.261,0.888239,479.51,137.558,0.829325,474.322,160.988,0.936052,462.537,181.88,0.917303,513.411,134.92,0.824285,522.581,158.428,0.791531,525.149,180.588,0.826627,495.211,184.57,0.842179,484.768,184.535,0.853113,483.372,227.627,0.821205,492.527,266.752,0.814945,505.642,185.844,0.823753,505.583,232.802,0.861707,505.572,269.365,0.824389,484.641,116.671,0.861165,487.385,116.657,0.879308,0.0,0.0,0.0,499.056,119.194,0.880858,500.406,278.496,0.735294,506.936,277.237,0.781194,504.308,274.568,0.672825,491.267,277.206,0.769628,485.973,275.937,0.784622,495.142,269.374,0.6313
484.747,119.272,0.974583,495.199,134.958,0.891495,478.227,137.524,0.8264,474.314,160.986,0.939527,462.535,181.882,0.91648,512.106,133.611,0.834801,522.58,157.133,0.788671,525.174,180.576,0.822068,495.209,185.817,0.83853,484.77,184.55,0.849152,483.396,228.912,0.823406,492.552,266.765,0.819999,505.64,185.845,0.82442,505.577,232.829,0.863208,505.575,269.377,0.824446,483.423,116.645,0.854564,487.369,116.636,0.877093,0.0,0.0,0.0,497.811,119.2,0.892175,501.71,278.498,0.728317,506.968,277.232,0.772909,504.306,274.584,0.668083,492.559,277.208,0.780926,485.999,275.942,0.786836,495.149,270.65,0.622127
484.728,119.254,0.973569,495.192,136.215,0.891884,478.217,137.544,0.829777,474.302,160.999,0.94036,462.536,181.878,0.915865,510.84,133.609,0.835577,522.553,157.117,0.781825,525.133,180.596,0.803132,495.217,185.826,0.844931,484.776,184.562,0.853659,483.396,226.319,0.842019,492.558,266.747,0.828919,505.652,185.846,0.833162,505.599,232.773,0.859957,505.585,268.1,0.838665,483.405,115.374,0.846957,487.35,115.368,0.876851,0.0,0.0,0.0,497.798,119.199,0.896564,502.981,277.264,0.743886,508.201,277.204,0.784961,504.3,274.544,0.643751,492.563,277.194,0.787425,486.006,275.928,0.791438,495.138,269.39,0.640921
484.715,119.239,0.972314,495.184,136.235,0.891651,478.204,138.807,0.840137,474.302,161.015,0.943111,462.541,181.876,0.916269,510.809,133.617,0.836916,523.86,154.544,0.786603,526.41,179.329,0.820283,496.419,184.575,0.845576,485.984,184.553,0.855235,483.405,226.324,0.837567,492.556,266.771,0.827394,506.859,185.831,0.833233,505.644,232.773,0.860903,505.591,268.101,0.829277,483.392,115.343,0.842641,487.341,115.346,0.877431,0.0,0.0,0.0,497.788,119.193,0.893106,502.976,278.477,0.733647,506.981,277.217,0.770632,504.297,274.546,0.625266,493.809,277.22,0.789649,486.019,277.159,0.795324,495.146,270.678,0.647894
484.708,119.235,0.969936,495.178,136.248,0.891551,478.195,138.821,0.844382,474.298,161.024,0.943415,462.542,181.88,0.919328,509.552,133.625,0.836573,523.883,154.544,0.793278,526.436,180.575,0.841757,496.418,185.825,0.846981,485.981,184.572,0.854348,483.434,227.602,0.830528,492.572,266.791,0.83954,506.867,185.837,0.833239,506.851,232.774,0.866751,505.603,268.102,0.832143,483.387,115.333,0.839629,487.337,115.341,0.877874,0.0,0.0,0.0,497.789,119.199,0.893739,502.984,278.478,0.738209,506.974,277.217,0.773813,504.321,274.545,0.646349,493.806,277.25,0.796133,486.024,277.183,0.804872,495.17,271.955,0.67611
484.706,119.224,0.969547,495.178,136.225,0.895653,478.217,137.565,0.834844,474.308,161.02,0.942704,462.535,181.858,0.910202,509.541,133.614,0.840942,525.144,154.49,0.808486,526.443,179.323,0.84214,496.417,184.562,0.854772,485.981,184.546,0.863887,484.675,228.886,0.833785,492.57,266.815,0.840015,506.863,184.575,0.839987,506.848,231.513,0.860663,505.606,268.09,0.836315,483.382,114.067,0.841718,487.335,114.073,0.877839,0.0,0.0,0.0,497.788,119.197,0.893142,503.013,278.483,0.740965,508.201,277.215,0.768506,504.315,273.279,0.637992,493.82,277.263,0.793822,486.039,277.203,0.796476,495.166,271.979,0.697367
484.725,119.221,0.967044,495.179,136.224,0.898303,479.478,138.796,0.832424,474.318,161.027,0.945984,462.538,180.634,0.903018,509.519,133.609,0.849254,525.169,153.197,0.829683,526.446,179.287,0.833313,496.42,184.555,0.855364,485.989,184.539,0.864604,484.698,227.609,0.840824,492.566,266.807,0.840602,506.863,184.568,0.840836,506.859,231.512,0.861083,505.63,268.072,0.842419,483.395,114.066,0.846303,487.354,114.064,0.872979,0.0,0.0,0.0,497.805,117.981,0.880761,504.274,277.234,0.739025,508.225,277.179,0.750451,505.538,273.261,0.634095,493.822,277.237,0.809381,486.043,277.179,0.805751,495.162,271.966,0.693769
484.759,119.211,0.958832,495.181,134.933,0.90033,479.496,137.54,0.82875,474.326,161.02,0.93821,462.537,180.614,0.898613,509.499,132.339,0.867146,526.438,151.865,0.883474,526.494,177.998,0.850743,496.425,183.288,0.865949,486.002,183.268,0.877354,484.707,226.323,0.853719,492.564,266.793,0.842583,506.861,184.527,0.853868,506.862,230.232,0.856462,505.625,268.077,0.842629,483.432,114.055,0.852592,487.38,114.055,0.867419,0.0,0.0,0.0,497.825,117.944,0.861544,504.263,277.251,0.735936,508.221,277.197,0.752494,505.534,273.271,0.63377,493.815,277.233,0.804666,486.032,277.172,0.805272,495.158,271.951,0.686516
484.762,119.199,0.956401,495.198,133.652,0.901246,479.508,137.52,0.82477,474.323,161.043,0.94202,462.532,180.616,0.896067,509.524,132.299,0.870168,526.503,150.644,0.899964,526.527,177.985,0.85657,496.432,184.511,0.866471,486.011,183.276,0.873192,484.714,226.324,0.855282,492.554,266.796,0.848101,506.864,184.528,0.857813,506.858,231.491,0.864371,505.621,268.094,0.846034,484.646,114.028,0.848916,488.615,114.03,0.86517,0.0,0.0,0.0,499.085,117.916,0.841909,504.271,277.26,0.752283,508.223,277.203,0.763532,504.323,273.292,0.646089,493.817,277.229,0.810564,486.034,277.172,0.805173,495.154,271.952,0.700356
484.77,117.988,0.95074,495.22,133.647,0.899911,480.811,136.262,0.826472,474.332,161.057,0.945141,462.543,180.606,0.89868,509.554,131.089,0.8646,526.501,151.856,0.898821,526.517,177.996,0.854114,496.442,183.287,0.865134,486.019,183.272,0.870642,484.721,226.338,0.850802,492.553,266.801,0.844737,506.876,184.52,0.858412,506.856,231.507,0.865764,505.621,268.097,0.842662,484.659,112.768,0.847125,488.622,112.764,0.86863,0.0,0.0,0.0,499.091,116.666,0.835303,504.269,277.265,0.744745,508.225,277.208,0.761649,504.322,273.301,0.637508,493.829,277.232,0.814315,486.043,277.177,0.803527,495.151,271.96,0.696681
484.769,117.984,0.95316,496.408,133.634,0.902806,482.079,137.522,0.832758,474.332,161.08,0.941034,462.553,180.615,0.907547,509.554,131.055,0.87723,526.519,151.862,0.900827,526.534,177.997,0.857801,496.45,184.541,0.859984,486.031,184.529,0.863416,484.74,226.324,0.861281,492.566,266.794,0.857353,506.876,184.548,0.855928,505.661,231.502,0.865642,505.621,268.081,0.848823,484.653,112.768,0.854959,488.62,112.756,0.870515,0.0,0.0,0.0,499.091,116.644,0.834639,504.269,277.265,0.761388,508.224,277.207,0.77859,505.531,273.291,0.630943,493.835,277.244,0.825887,486.047,277.188,0.81432,495.157,271.957,0.712803
484.771,117.986,0.954281,496.412,133.63,0.902209,482.08,137.519,0.832661,474.336,161.078,0.941869,462.533,180.609,0.899262,509.555,131.057,0.876801,526.511,151.863,0.900872,526.526,178.001,0.859259,496.456,184.546,0.857268,486.039,184.529,0.861108,484.742,226.315,0.866184,493.805,266.79,0.863601,506.883,184.555,0.853994,506.86,231.504,0.868758,505.628,268.079,0.858749,484.652,112.77,0.854146,488.616,112.758,0.870236,0.0,0.0,0.0,499.078,116.631,0.834772,504.274,277.271,0.783088,508.227,277.215,0.798844,505.535,273.294,0.636821,493.858,277.24,0.837195,486.064,277.187,0.815687,495.163,271.954,0.713568
484.769,119.192,0.95845,496.412,133.633,0.901035,480.828,137.529,0.832018,474.332,162.283,0.941865,462.54,180.612,0.903339,509.555,131.058,0.876977,526.528,150.653,0.906699,526.525,178.001,0.853866,496.475,185.816,0.844648,486.06,184.569,0.847883,484.741,226.328,0.871032,493.822,266.783,0.876482,506.902,184.576,0.842367,506.857,231.516,0.875526,505.628,268.075,0.862184,484.642,112.781,0.852052,487.386,112.76,0.869151,0.0,0.0,0.0,499.063,115.373,0.835313,504.282,277.269,0.790982,508.228,277.211,0.804661,505.539,273.284,0.643454,493.864,277.241,0.84822,486.071,277.185,0.825054,495.173,270.681,0.721431
484.731,119.194,0.963866,495.218,132.342,0.92148,480.808,134.941,0.829074,475.528,161.061,0.938634,462.551,180.604,0.898912,509.551,131.03,0.886004,526.545,150.624,0.915561,526.509,176.7,0.843618,496.503,184.551,0.840683,486.08,184.544,0.842648,485.971,228.913,0.85184,493.821,266.82,0.868563,506.934,184.55,0.842598,506.867,231.493,0.870333,505.612,268.092,0.863823,483.399,114.027,0.84392,487.349,112.765,0.879738,0.0,0.0,0.0,497.803,115.377,0.852757,504.275,277.261,0.794684,508.209,277.207,0.812653,504.324,273.302,0.662753,493.857,277.239,0.84849,486.079,277.185,0.824538,495.169,271.991,0.733407
