Time,ankle-x,ankle-y,ankle-z,thigh-x,thigh-y,thigh-z,trunk-x,trunk-y,trunk-z,annontations
280625,141,960,277,-54,907,282,126,914,-233,1
280640,141,980,267,-63,916,272,126,914,-233,1
280656,151,970,267,-18,925,242,106,914,-233,1
280671,151,980,237,0,944,272,126,914,-271,1
280687,161,980,267,-9,935,252,126,942,-242,1
280703,131,1000,247,0,935,232,135,952,-271,1
280718,151,1009,227,0,962,222,145,971,-291,1
280734,161,1019,227,0,981,252,174,971,-310,1
280750,151,1019,257,-9,981,252,165,961,-310,1
280765,151,1009,227,-9,972,232,145,971,-300,1
280781,151,1000,207,0,962,242,194,952,-291,1
280796,151,1019,227,0,972,212,184,942,-300,1
280812,161,990,227,-36,962,242,194,952,-300,1
280828,131,1000,227,-18,953,212,194,942,-281,1
280843,131,1000,237,-27,944,242,184,923,-262,1
280859,151,1019,227,-36,944,232,194,933,-271,1
280875,151,1009,237,0,953,232,203,942,-300,1
280890,161,1009,217,-9,962,232,203,933,-291,1
280906,131,1009,227,0,962,232,203,971,-281,1
280921,161,1000,207,0,972,252,213,942,-300,1
280937,171,1000,207,0,981,222,242,933,-291,1
280953,161,1009,207,27,962,262,233,942,-291,1
280968,181,1000,198,9,972,232,252,952,-300,1
280984,151,1009,207,18,972,212,252,923,-281,1
281000,151,1009,207,27,972,222,252,923,-291,1
281015,181,1009,207,18,972,191,271,923,-300,1
281031,181,990,198,18,972,191,262,914,-281,1
281046,191,1000,198,27,962,191,271,923,-281,1
281062,171,1019,198,27,962,191,271,923,-271,1
281078,181,1009,178,45,953,222,281,904,-271,1
281093,181,1009,178,27,953,212,262,923,-300,1
281109,181,1009,188,27,972,202,281,942,-271,1
281125,191,1000,198,36,962,232,281,923,-252,1
281140,191,1000,198,18,962,222,281,942,-252,1
281156,161,1009,198,9,981,232,291,942,-262,1
281171,181,1009,168,27,981,222,300,942,-281,1
281187,191,990,168,36,962,212,300,933,-271,1
281203,181,1000,178,45,962,202,281,933,-271,1
281218,161,1019,168,45,962,202,310,923,-252,1
281234,181,1009,168,45,972,202,291,942,-252,1
281250,181,1029,178,45,981,212,300,942,-271,1
281265,191,1000,198,45,981,191,310,923,-262,1
281281,191,1019,168,45,981,191,291,933,-252,1
281296,191,1000,158,45,953,222,300,933,-262,1
281312,181,990,188,27,972,191,300,914,-252,1
281328,191,1009,168,45,972,202,281,933,-262,1
281343,191,1009,168,45,962,191,291,942,-271,1
281359,181,1000,168,36,981,191,300,933,-271,1
281375,171,1000,188,36,962,191,281,933,-252,1
281390,161,1019,158,27,981,191,291,942,-271,1
281406,161,1029,138,27,981,212,291,933,-271,1
281421,161,1029,168,18,981,202,281,933,-262,1
281437,191,1009,168,27,972,191,291,923,-271,1
281453,171,1009,188,45,953,232,281,952,-271,1
281468,161,1009,158,36,972,202,262,933,-271,1
281484,171,1019,158,27,972,191,281,933,-262,1
281500,181,1009,178,27,972,191,281,933,-262,1
281515,181,1019,148,18,972,202,262,942,-271,1
281531,171,1019,188,18,981,202,271,942,-271,1
281546,151,1029,178,18,990,181,262,933,-271,1
281562,171,1000,188,18,962,202,262,933,-271,1
281578,171,1029,207,9,972,202,262,914,-271,1
281593,171,1019,168,9,981,202,242,933,-271,1
281609,191,1029,138,27,972,191,233,952,-291,1
281625,161,1009,168,18,953,202,252,942,-281,1
281640,161,1009,178,9,972,212,233,952,-271,1
281656,151,1029,168,18,972,212,233,952,-281,1
281671,161,1009,188,18,962,212,233,942,-291,1
281687,151,1029,178,9,972,212,233,933,-281,1
281703,181,1029,168,27,972,202,223,961,-310,1
281718,171,1000,188,18,981,202,233,933,-291,1
281734,171,1009,158,18,962,212,213,933,-262,1
281750,161,1000,198,-9,972,212,213,942,-281,1
281765,151,1019,188,9,981,242,213,933,-281,1
281781,171,1019,188,36,962,191,203,952,-291,1
281796,141,1019,188,18,972,212,213,961,-300,1
281812,181,1009,188,45,962,232,213,933,-291,1
281828,141,1029,178,36,981,212,194,952,-291,1
281843,141,1019,188,27,972,212,213,952,-300,1
281859,161,1009,188,18,981,222,223,942,-281,1
281875,151,1019,207,18,962,222,194,942,-291,1
281890,171,1019,207,45,962,232,203,952,-300,1
281906,171,990,217,27,981,222,213,933,-300,1
281921,171,1019,217,36,972,212,203,952,-291,1
281937,171,1019,198,27,972,212,203,952,-310,1
281953,141,1000,217,27,972,212,223,933,-291,1
281968,121,1009,217,36,962,212,203,942,-291,1
281984,151,1009,188,27,981,232,233,952,-300,1
282000,141,1019,207,18,953,212,233,933,-281,1
282015,151,1000,217,27,972,212,223,942,-300,1
282031,151,1009,198,54,953,222,233,933,-310,1
282046,151,1009,198,54,953,252,233,923,-300,1
282062,151,990,217,27,962,222,233,942,-300,1
282078,141,1009,237,27,962,232,233,933,-300,1
282093,131,1000,227,18,953,252,242,933,-281,1
282109,151,970,247,9,953,252,242,923,-300,1
282125,131,1009,257,-9,953,262,252,914,-291,1
282140,121,980,237,9,953,222,252,914,-271,1
282156,101,1000,237,9,953,242,233,923,-271,1
282171,111,1000,237,-9,953,242,233,923,-281,1
282187,111,1009,237,18,935,242,233,923,-291,1
282203,101,1000,267,18,962,262,252,933,-310,1
282218,101,1000,257,9,953,262,242,942,-281,1
282234,111,1009,277,0,962,272,252,942,-291,1
282250,101,1000,267,-9,944,272,242,923,-300,1
282265,101,980,297,0,935,272,242,914,-291,1
282281,101,990,287,-18,925,282,223,933,-291,1
282296,101,990,277,0,944,282,223,923,-281,1
282312,80,990,277,-18,944,272,213,923,-291,1
282328,60,1009,287,-36,935,292,203,942,-310,1
282343,60,950,376,-54,935,353,213,923,-300,1
282359,70,950,386,-100,916,353,213,923,-300,1
282375,90,980,306,-90,907,303,203,923,-310,1
282390,60,1000,237,-81,953,242,184,904,-310,1
282406,60,1009,217,-81,953,242,165,923,-262,1
282421,40,1058,158,-18,1000,212,165,952,-291,1
282437,80,1009,277,-18,1000,212,174,971,-281,1
282453,80,1009,277,-27,935,282,155,952,-271,1
282468,70,1000,287,-63,925,282,165,942,-320,1
282484,70,1000,287,-63,944,282,145,914,-271,1
282500,90,1000,267,-54,935,262,126,952,-252,1
282515,90,1000,267,-72,972,252,135,971,-281,1
282531,50,1000,287,-63,944,272,135,990,-291,1
282546,80,1019,267,-90,953,272,126,980,-252,1
282562,70,1009,297,-109,944,303,145,980,-262,1
282578,50,1000,287,-100,953,323,155,942,-252,1
282593,80,1000,306,-72,944,313,116,980,-262,1
282609,90,1029,287,-45,944,303,116,980,-252,1
282625,90,1019,287,-81,944,323,135,971,-242,1
282640,80,1009,287,-81,953,303,87,990,-242,1
282656,80,980,316,-109,953,282,116,990,-252,1
282671,90,1009,306,-100,944,313,106,1000,-233,1
282687,90,1019,287,-118,953,313,97,1000,-223,1
282703,70,1019,277,-109,953,292,106,990,-233,1
282718,80,990,316,-109,925,323,126,971,-242,1
282734,80,1009,306,-100,944,323,126,1000,-223,1
282750,60,990,306,-90,925,333,126,980,-242,1
282765,80,1000,297,-100,944,303,145,980,-242,1
282781,80,1009,306,-100,935,323,145,980,-242,1
282796,80,1009,297,-90,944,323,126,980,-213,1
282812,80,1009,316,-90,944,303,155,961,-223,1
282828,70,1000,306,-90,953,303,135,971,-203,1
282843,70,1009,316,-100,925,323,145,971,-203,1
282859,80,1000,306,-109,925,333,165,990,-213,1
282875,101,990,336,-100,935,323,145,980,-194,1
282890,90,1009,306,-81,944,323,135,1000,-194,1
282906,101,1009,297,-63,953,343,135,1000,-194,1
282921,90,1000,287,-45,953,303,155,1009,-184,1
282937,131,980,287,-45,925,333,155,990,-184,1
282953,101,1000,297,-63,944,333,194,1000,-165,1
282968,80,1009,306,-72,944,363,203,1028,-165,1
282984,121,1019,277,-63,935,313,184,1009,-155,1
283000,90,990,297,-72,953,292,213,1009,-155,1
283015,101,1000,297,-72,953,292,233,980,-184,1
283031,90,990,277,-63,944,262,213,961,-194,1
283046,111,990,287,-36,953,252,233,961,-174,1
283062,101,1000,257,-27,953,262,213,971,-184,1
283078,111,1000,257,-18,935,292,242,971,-203,1
283093,121,1009,257,-18,935,292,233,971,-223,1
283109,111,1009,277,-9,944,272,262,990,-213,1
283125,70,1019,267,-36,962,272,252,980,-223,1
283140,111,1019,247,-45,972,252,252,971,-223,1
283156,111,1009,247,-63,1000,181,300,952,-242,1
283171,111,1019,247,-27,972,212,300,933,-242,1
283187,111,1009,237,-36,972,202,330,904,-203,1
283203,101,1019,227,-18,972,212,320,914,-223,1
283218,131,1019,207,-18,981,202,310,914,-233,1
283234,121,1029,188,0,953,242,310,914,-223,1
283250,111,1029,217,0,962,262,320,923,-252,1
283265,111,1029,217,36,981,272,320,914,-252,1
283281,141,1049,178,36,981,262,339,904,-233,1
283296,131,1039,108,72,972,272,310,933,-262,1
283312,90,1098,-49,81,953,252,300,914,-242,1
283328,80,1137,-227,118,981,171,262,942,-252,1
283343,80,1137,-227,145,972,151,262,952,-262,1
283359,50,1098,-148,127,962,151,281,961,-291,1
283375,60,1088,-108,118,944,171,281,942,-271,1
283390,70,1068,-99,100,962,181,271,933,-291,1
283406,70,1068,-99,81,953,222,320,895,-291,1
283421,101,1107,-39,72,990,191,320,923,-281,1
283437,60,1068,29,72,953,202,320,933,-330,1
283453,60,1068,29,81,944,242,339,904,-310,1
283468,70,1039,178,100,953,212,320,895,-310,1
283484,60,1000,247,127,972,232,330,904,-320,1
283500,60,1000,247,154,962,171,339,895,-310,1
283515,141,980,297,163,953,202,330,923,-281,1
283531,151,970,376,145,953,191,339,895,-300,1
283546,151,970,376,136,944,191,359,876,-281,1
283562,191,960,405,109,935,222,339,885,-271,1
283578,232,941,455,72,925,252,368,876,-271,1
283593,232,941,455,90,925,292,368,857,-252,1
283609,232,921,455,118,953,202,339,866,-242,1
283625,242,892,485,136,972,222,349,895,-262,1
283640,262,882,504,90,1009,181,378,914,-262,1
283656,262,911,475,81,1009,161,368,961,-252,1
283671,232,950,326,81,1018,171,368,980,-233,1
283687,242,980,178,90,1009,191,388,942,-252,1
283703,171,1000,138,81,990,202,349,904,-242,1
283718,141,1029,59,63,981,191,349,904,-242,1
283734,131,1039,39,63,981,191,359,895,-262,1
283750,141,1039,108,63,944,202,310,895,-233,1
283765,161,1019,178,63,944,202,320,914,-233,1
283781,131,1029,168,27,972,191,281,923,-252,1
283796,141,1019,217,36,953,202,281,923,-223,1
283812,141,1009,207,36,972,202,271,952,-252,1
283828,141,1009,198,18,981,232,271,952,-252,1
283843,111,1019,198,36,962,232,281,942,-233,1
283859,141,1029,188,36,972,232,271,942,-233,1
283875,131,1029,178,27,962,242,271,933,-242,1
283890,131,1019,188,54,981,232,271,952,-252,1
283906,121,1019,207,54,953,232,281,961,-233,1
283921,111,1009,188,27,962,242,271,961,-223,1
283937,141,1009,198,27,953,242,281,933,-223,1
283953,141,1019,207,27,953,232,271,933,-223,1
283968,121,990,207,36,972,252,242,942,-223,1
283984,111,1009,237,9,972,272,262,952,-223,1
284000,111,1009,237,18,953,272,242,952,-203,1
284015,121,1009,237,18,925,282,223,933,-223,1
284031,131,990,257,0,944,292,223,952,-194,1
284046,121,1029,257,9,935,313,223,961,-184,1
284062,131,1009,237,-36,935,292,213,971,-184,1
284078,131,1000,267,0,935,292,213,952,-194,1
284093,80,990,247,-9,944,343,223,961,-194,1
284109,131,1000,257,-18,935,333,223,942,-194,1
284125,131,1009,267,0,916,313,194,961,-203,1
284140,111,990,267,0,944,262,184,961,-184,1
284156,131,1000,316,9,962,282,184,990,-165,1
284171,171,1009,267,0,962,262,203,990,-165,1
284187,111,1000,257,0,953,292,223,980,-165,1
284203,111,1009,237,0,944,333,233,980,-165,1
284218,121,1000,277,-9,925,333,203,971,-165,1
284234,131,1019,267,-27,916,333,203,952,-145,1
284250,141,1009,267,-45,935,323,203,971,-145,1
284265,121,990,297,-45,953,323,223,980,-135,1
284281,131,1000,297,-72,944,333,213,990,-135,1
284296,131,990,316,-72,972,303,213,1009,-126,1
284312,121,990,316,-63,953,333,184,1000,-135,1
284328,101,1000,326,-36,953,282,203,1000,-116,1
284343,121,1000,306,-27,935,282,194,1009,-126,1
284359,141,990,316,-45,925,313,174,1009,-135,1
284375,111,1000,287,-72,935,313,174,1000,-116,1
284390,121,1000,306,-81,944,333,145,990,-116,1
284406,101,990,326,-63,935,313,174,1000,-135,1
284421,90,1000,316,-72,953,333,174,1000,-106,1
284437,111,980,336,-72,953,313,194,971,-135,1
284453,101,990,316,-81,953,343,194,990,-155,1
284468,111,990,326,-81,953,323,203,971,-155,1
284484,111,990,336,-36,944,292,194,980,-145,1
284500,141,950,336,-54,944,282,203,952,-126,1
284515,90,970,316,-72,962,282,223,980,-165,1
284531,90,980,306,-72,935,303,242,952,-135,1
284546,101,960,326,18,935,292,242,980,-155,1
284562,161,990,326,72,935,313,242,971,-145,1
284578,171,980,306,81,962,292,271,952,-184,1
284593,141,1000,287,72,953,303,242,1000,-165,1
284609,151,1019,297,54,962,292,262,1000,-174,1
284625,181,1000,287,36,962,303,262,990,-155,1
284640,171,990,306,36,953,303,271,971,-155,1
284656,161,980,297,0,962,282,281,980,-145,1
284671,131,1000,287,0,953,303,281,971,-155,1
284687,131,1000,297,-9,962,303,281,961,-135,1
284703,161,990,297,18,944,303,271,961,-155,1
284718,161,980,297,36,944,303,271,961,-155,1
284734,151,1000,267,18,962,313,262,952,-184,1
284750,131,1000,287,-9,953,303,262,952,-135,1
284765,151,990,297,-18,962,282,271,952,-145,1
284781,151,960,297,-9,925,303,271,971,-155,1
284796,121,990,287,-18,944,303,271,971,-126,1
284812,131,990,267,-18,944,303,271,961,-155,1
284828,131,1000,287,-9,953,303,281,942,-165,1
284843,141,990,277,18,925,303,262,980,-165,1
284859,151,1009,277,18,925,303,262,980,-165,1
284875,141,1000,267,27,962,323,281,961,-145,1
284890,141,1000,267,27,944,292,281,971,-145,1
284906,141,1000,267,9,935,303,281,971,-145,1
284921,151,980,277,-9,944,303,291,961,-145,1
284937,131,1000,267,0,953,282,271,961,-126,1
284953,141,1019,247,9,944,303,291,971,-145,1
284968,151,990,257,0,953,282,281,971,-135,1
284984,151,990,257,0,944,292,281,971,-135,1
285000,161,990,267,-18,953,282,281,971,-145,1
285015,111,1000,277,-18,944,292,281,933,-135,1
285031,131,1000,247,-18,953,292,291,961,-135,1
285046,141,1000,247,-9,962,292,271,980,-116,1
285062,131,1029,257,9,953,292,291,952,-126,1
285078,131,1009,257,0,972,292,271,980,-145,1
285093,121,1000,267,-9,962,303,300,961,-145,1
285109,131,990,267,0,953,282,291,942,-116,1
285125,131,990,267,9,944,303,262,971,-135,1
285140,101,990,297,-18,916,313,271,961,-155,1
285156,90,1000,267,-36,953,272,281,942,-135,1
285171,90,990,297,-45,935,303,262,961,-145,1
285187,101,990,287,-63,944,303,271,971,-145,1
285203,101,990,287,-45,953,303,271,952,-135,1
285218,111,980,306,-45,972,272,242,971,-135,1
285234,90,1000,297,-54,944,272,252,952,-145,1
285250,101,1009,316,-45,953,313,242,961,-126,1
285265,111,990,297,-27,953,282,233,971,-165,1
285281,121,990,297,-18,944,292,242,980,-174,1
285296,90,990,287,-18,972,303,233,971,-155,1
285312,111,1009,277,0,972,313,252,971,-155,1
285328,121,1000,287,18,944,292,262,971,-174,1
285343,131,1009,287,18,953,303,252,971,-174,1
285359,111,1000,287,9,935,323,252,980,-174,1
285375,111,960,306,-9,962,313,262,971,-145,1
285390,101,990,326,-18,953,313,271,971,-165,1
285406,101,990,326,-9,953,282,262,971,-165,1
285421,60,1009,277,-9,962,262,233,952,-155,1
285437,111,1009,257,-9,944,262,262,942,-174,1
285453,131,990,277,-9,962,242,242,942,-174,1
285468,111,1000,277,-9,962,272,242,961,-165,1
285484,90,980,277,-9,972,262,233,980,-155,1
285500,111,990,297,-9,944,292,223,971,-174,1
285515,101,1000,316,-36,953,292,223,961,-165,1
285531,90,1000,287,-27,953,272,203,971,-174,1
285546,60,990,297,-36,944,272,213,961,-184,1
285562,80,1000,277,-45,953,282,194,971,-174,1
285578,90,1009,277,-27,944,292,213,990,-203,1
285593,90,1009,297,-45,935,303,184,980,-194,1
285609,90,1009,297,-45,944,282,194,971,-184,1
285625,90,1009,267,-63,935,313,223,971,-213,1
285640,70,1000,287,-63,944,282,194,952,-213,1
285656,60,990,287,-72,935,292,184,961,-233,1
285671,50,990,326,-109,962,252,165,961,-223,1
285687,70,1019,257,-100,962,252,165,933,-223,1
285703,90,1000,237,-72,944,303,145,971,-233,1
285718,30,980,306,-100,916,323,116,980,-252,1
285734,10,1009,336,-118,898,343,126,961,-252,1
285750,40,970,376,-145,935,343,87,923,-242,1
285765,20,970,386,-154,935,282,77,961,-262,1
285781,50,980,346,-127,972,252,77,961,-242,1
285796,70,990,306,-72,972,222,77,971,-242,1
285812,50,1000,277,-45,962,262,67,1000,-252,1
285828,50,1000,257,-45,962,242,67,971,-271,1
285843,50,1000,267,-81,944,262,67,961,-291,1
285859,70,1000,297,-81,962,232,77,952,-262,1
285875,60,980,297,-81,962,232,67,952,-242,1
285890,60,1000,267,-72,953,212,87,971,-242,1
285906,60,1009,247,-90,962,232,87,990,-262,1
285921,70,1009,237,-81,944,282,87,1009,-262,1
285937,60,1029,267,-81,944,282,67,980,-281,1
285953,80,1009,297,-72,925,313,48,980,-300,1
285968,80,990,297,-72,935,313,48,980,-300,1
285984,90,1019,287,-36,962,323,58,1000,-310,1
286000,121,1009,277,-9,944,373,58,1000,-310,1
286015,101,1029,277,-27,944,343,58,1009,-262,1
286031,80,1009,297,-54,962,282,77,990,-281,1
286046,80,1000,277,-54,953,282,87,980,-271,1
286062,101,970,287,-54,944,323,126,961,-281,1
286078,101,1000,297,-36,925,333,126,961,-281,1
286093,70,990,297,-63,953,303,135,933,-262,1
286109,80,1009,297,-36,935,323,155,971,-252,1
286125,90,1019,277,-45,953,313,155,971,-252,1
286140,131,1000,287,-27,953,292,155,971,-271,1
286156,151,1000,297,-27,953,313,155,971,-252,1
286171,111,1000,287,-36,972,292,165,980,-281,1
286187,80,1000,306,-45,953,292,184,990,-281,1
286203,90,1000,316,-54,953,282,184,942,-291,1
286218,60,1000,277,-63,925,292,184,942,-291,1
286234,80,990,297,-63,935,282,194,933,-271,1
286250,60,980,287,-54,953,252,194,942,-242,1
286265,80,1009,297,-36,944,292,194,961,-242,1
286281,101,1009,277,-54,944,313,194,942,-262,1
286296,80,990,297,-63,953,303,174,952,-262,1
286312,70,970,316,-63,944,292,184,952,-252,1
286328,70,990,316,-81,925,292,174,961,-281,1
286343,101,960,316,-81,944,313,165,971,-252,1
286359,80,1009,306,-72,944,303,194,961,-262,1
286375,80,980,306,-72,935,323,194,933,-242,1
286390,50,980,316,-72,972,282,174,961,-242,1
286406,60,1009,287,-36,944,303,184,980,-242,1
286421,80,1000,297,-45,953,282,184,961,-252,1
286437,80,1000,297,-45,935,292,165,971,-242,1
286453,80,980,306,-54,944,303,165,971,-262,1
286468,60,1000,326,-45,953,292,174,952,-252,1
286484,60,1009,297,-36,935,313,165,971,-242,1
286500,80,1009,316,-54,944,323,174,961,-271,1
286515,80,1000,326,-54,925,313,174,952,-233,1
286531,90,980,316,-63,962,272,165,952,-233,1
286546,60,980,326,-54,944,303,184,961,-252,1
286562,90,1000,316,-45,962,313,184,952,-233,1
286578,90,980,326,-36,953,272,174,980,-223,1
286593,90,990,316,-27,944,292,174,961,-242,1
286609,90,980,316,-45,962,282,184,961,-242,1
286625,70,990,326,-45,953,282,174,961,-233,1
286640,70,990,326,-36,953,292,174,961,-262,1
286656,80,970,326,-45,953,292,184,971,-242,1
286671,101,1000,326,-72,944,313,165,961,-242,1
286687,90,980,316,-63,944,292,184,952,-262,1
286703,70,970,316,-63,944,292,174,952,-223,1
286718,60,990,336,-81,935,313,165,971,-252,1
286734,90,980,336,-81,962,292,174,971,-262,1
286750,90,990,356,-63,962,303,174,971,-242,1
286765,90,1000,326,-54,935,313,174,971,-242,1
286781,90,990,336,-45,944,313,174,952,-252,1
286796,101,990,316,-45,944,303,155,971,-262,1
286812,90,970,326,-36,953,272,155,961,-262,1
286828,90,980,346,-54,944,282,126,971,-242,1
286843,90,990,326,-72,953,292,145,971,-271,1
286859,70,980,336,-54,935,272,135,961,-252,1
286875,111,980,356,-63,944,282,135,961,-252,1
286890,90,970,346,-81,935,313,135,971,-271,1
286906,101,980,356,-63,925,323,135,971,-271,1
286921,101,1000,336,-54,953,282,155,971,-271,1
286937,101,1009,306,-54,935,313,116,971,-271,1
286953,80,980,336,-81,944,313,106,952,-262,1
286968,101,970,336,-81,944,303,116,961,-262,1
286984,90,980,336,-63,944,313,97,980,-281,1
287000,90,980,346,-90,935,313,106,952,-262,1
287015,111,970,356,-81,935,313,87,971,-271,1
287031,101,980,346,-81,935,292,97,990,-271,1
287046,80,970,336,-63,925,303,106,952,-242,1
287062,90,980,366,-72,935,303,87,961,-271,1
287078,90,980,346,-63,944,323,87,961,-271,1
287093,121,970,356,-72,935,343,106,980,-281,1
287109,101,970,366,-72,935,323,87,971,-271,1
287125,101,980,346,-72,944,323,87,971,-271,1
287140,101,990,346,-63,953,323,116,971,-262,1
287156,111,990,346,-45,925,333,116,971,-271,1
287171,101,970,346,-72,944,323,87,990,-252,1
287187,101,990,356,-63,944,303,106,961,-262,1
287203,111,970,346,-63,925,313,106,961,-262,1
287218,90,990,346,-72,953,303,106,971,-262,1
287234,121,980,346,-63,953,313,106,971,-281,1
287250,111,970,356,-54,962,303,106,990,-291,1
287265,90,980,356,-63,935,313,116,971,-291,1
287281,101,990,336,-72,953,323,126,971,-271,1
287296,101,970,346,-72,953,292,106,971,-252,1
287312,80,980,366,-54,935,303,116,961,-281,1
287328,121,970,346,-54,925,313,116,952,-281,1
287343,101,990,366,-72,944,313,116,952,-281,1
287359,101,970,356,-63,953,303,97,971,-271,1
287375,111,970,366,-63,944,313,126,971,-281,1
287390,111,980,366,-81,953,333,126,961,-271,1
287406,90,980,346,-63,935,313,135,971,-281,1
287421,111,980,336,-54,935,292,135,971,-281,1
287437,121,960,356,-72,953,292,135,961,-262,1
287453,101,980,346,-45,935,303,106,971,-271,1
287468,111,980,326,-72,953,272,126,961,-262,1
287484,111,980,356,-63,953,282,106,961,-262,1
287500,90,980,346,-81,944,303,106,961,-262,1
287515,90,970,346,-54,944,282,126,971,-271,1
287531,111,980,376,-54,935,323,116,961,-252,1
287546,101,980,356,-63,944,313,116,980,-262,1
287562,101,980,366,-81,935,343,135,971,-271,1
287578,101,980,346,-81,944,313,135,961,-252,1
287593,101,970,366,-72,935,313,116,961,-252,1
287609,101,980,366,-63,944,313,135,952,-281,1
287625,111,980,346,-54,944,292,135,961,-242,1
287640,111,980,346,-54,935,303,116,971,-262,1
287656,121,960,356,-54,935,303,126,980,-262,1
287671,111,980,356,-63,944,313,135,971,-281,1
287687,90,970,366,-54,935,313,135,971,-271,1
287703,101,980,356,-81,944,292,135,961,-242,1
287718,111,960,346,-72,935,303,135,952,-262,1
287734,80,970,366,-81,953,292,145,952,-271,1
287750,80,970,366,-81,944,292,145,952,-242,1
287765,111,960,366,-72,962,292,126,961,-262,1
287781,131,980,346,-90,935,333,126,961,-252,1
287796,141,970,356,-72,935,292,116,971,-252,1
287812,121,970,366,-54,935,303,116,980,-252,1
287828,131,980,366,-63,953,333,145,952,-233,1
287843,131,970,356,-72,935,303,126,980,-281,1
287859,121,960,376,-72,944,323,116,971,-262,1
287875,121,980,366,-45,935,303,135,980,-271,1
287890,111,960,346,-63,962,272,145,952,-262,1
287906,121,970,376,-54,953,292,135,980,-262,1
287921,111,970,366,-72,935,323,116,971,-252,1
287937,131,980,356,-72,935,313,116,971,-262,1
287953,121,980,366,-54,935,313,126,980,-271,1
287968,131,960,356,-72,953,323,126,971,-262,1
287984,131,980,346,-54,935,272,126,980,-291,1
288000,121,970,356,-27,916,323,116,980,-262,1
288015,141,960,346,-54,953,313,135,961,-262,1
288031,131,970,366,-54,953,303,135,971,-262,1
288046,131,980,356,-54,935,303,126,971,-252,1
288062,131,970,366,-72,944,313,135,952,-252,1
288078,121,970,356,-72,944,292,116,971,-262,1
288093,131,970,356,-63,944,333,135,961,-262,1
288109,111,990,346,-54,944,323,126,961,-271,1
288125,131,970,356,-63,953,292,126,980,-252,1
288140,131,960,356,-45,962,252,145,971,-262,1
288156,121,980,376,-63,944,292,145,961,-252,1
288171,121,980,356,-63,944,282,135,971,-242,1
288187,121,970,356,-63,944,313,135,971,-262,1
288203,121,970,366,-81,935,303,135,961,-252,1
288218,131,970,366,-81,944,313,116,961,-252,1
288234,111,970,366,-81,944,313,106,961,-271,1
288250,111,970,366,-72,953,333,126,971,-262,1
288265,121,970,356,-54,935,303,126,971,-262,1
288281,121,980,366,-63,925,303,106,961,-262,1
288296,121,960,356,-72,944,313,126,980,-242,1
288312,121,970,346,-81,935,323,126,980,-233,1
288328,101,970,376,-81,935,323,135,971,-252,1
288343,101,970,376,-81,944,303,135,971,-252,1
288359,131,980,366,-72,944,313,126,971,-252,1
288375,111,980,346,-72,953,303,126,971,-262,1
288390,131,970,366,-54,953,282,106,961,-262,1
288406,121,960,366,-54,953,282,126,980,-262,1
288421,111,980,356,-63,953,303,126,971,-271,1
288437,111,980,356,-63,953,272,126,971,-271,1
288453,121,980,346,-54,944,282,126,961,-252,1
288468,131,980,346,-81,944,303,135,980,-252,1
288484,131,970,366,-72,953,323,116,971,-233,1
288500,131,980,376,-72,944,313,126,971,-252,1
288515,111,980,366,-63,925,313,116,971,-252,1
288531,131,980,326,-63,925,313,116,961,-271,1
288546,131,980,326,-63,944,282,116,961,-271,1
