Time,ankle-x,ankle-y,ankle-z,thigh-x,thigh-y,thigh-z,trunk-x,trunk-y,trunk-z,annontations
264500,-434,901,237,-963,120,121,106,1009,19,1
264515,-434,921,267,-963,120,121,126,1000,9,1
264531,-434,901,257,-981,120,121,106,1038,9,1
264546,-444,901,277,-981,120,121,97,1009,9,1
264562,-434,892,257,-990,138,111,77,1019,19,1
264578,-434,901,267,-1000,148,131,87,1019,0,1
264593,-424,921,257,-972,157,101,77,1047,-9,1
264609,-424,921,287,-972,157,101,67,1028,0,1
264625,-434,921,237,-936,157,90,87,1028,0,1
264640,-424,911,267,-863,129,90,87,1019,-9,1
264656,-444,901,257,-890,148,70,87,1038,-9,1
264671,-454,911,277,-881,129,80,126,1009,-9,1
264687,-424,921,277,-881,101,90,106,1028,9,1
264703,-434,901,267,-881,111,111,116,1028,-29,1
264718,-424,911,267,-872,101,141,116,1019,-19,1
264734,-434,921,257,-890,111,141,106,1000,-9,1
264750,-424,911,257,-1100,185,90,126,1019,-19,1
264765,-444,911,257,-1018,111,191,116,1019,-9,1
264781,-454,911,247,-972,138,181,87,1038,0,1
264796,-434,921,267,-981,166,141,67,1047,-48,1
264812,-434,921,247,-972,157,141,58,1038,-58,1
264828,-434,921,277,-936,175,121,29,1047,-38,1
264843,-434,901,257,-936,166,80,29,1038,-58,1
264859,-424,911,257,-927,166,80,29,1000,-29,1
264875,-444,931,257,-954,148,90,38,1019,-38,1
264890,-424,931,257,-963,157,131,58,1019,-48,1
264906,-424,941,237,-963,129,111,67,990,-29,1
264921,-424,941,237,-954,129,101,58,990,-38,1
264937,-414,941,257,-972,138,121,67,1019,-77,1
264953,-414,941,267,-963,138,131,87,1009,-77,1
264968,-393,950,257,-954,148,131,58,1019,-58,1
264984,-414,921,267,-954,138,121,48,1038,-77,1
265000,-414,931,247,-954,138,121,58,1019,-77,1
265015,-393,892,287,-954,129,131,58,1019,-77,1
265031,-414,941,297,-936,148,131,58,1000,-87,1
265046,-353,901,356,-972,148,131,48,1000,-77,1
265062,-353,901,356,-954,166,111,29,961,-87,1
265078,-252,921,465,-954,166,111,9,990,-106,1
265093,-111,970,445,-954,138,141,19,1047,-97,1
265109,-181,1000,405,-972,148,131,19,1028,-77,1
265125,-181,1000,405,-972,148,131,9,1000,-87,1
265140,-232,990,376,-954,129,141,0,1019,-97,1
265156,-252,980,326,-963,148,151,-29,1019,-87,1
265171,-323,980,326,-963,138,121,-19,1028,-77,1
265187,-343,950,277,-963,138,141,-29,1009,-77,1
265203,-363,921,247,-963,138,121,-9,1009,-87,1
265218,-414,901,227,-954,138,131,0,990,-97,1
265234,-444,892,198,-963,138,111,9,990,-116,1
265250,-494,872,178,-954,129,131,0,1009,-126,1
265265,-545,872,108,-954,148,111,9,1000,-106,1
265281,-555,843,128,-954,157,131,9,1009,-116,1
265296,-575,843,118,-954,148,101,-19,1009,-116,1
265312,-575,843,118,-972,148,121,-19,1009,-116,1
265328,-616,872,79,-954,148,90,-67,1028,-97,1
265343,-717,1029,405,-954,157,111,-106,1047,-135,1
265359,-191,1029,346,-954,157,121,-135,1038,-135,1
265375,-161,990,297,-954,166,121,-116,1009,-87,1
265390,-161,990,297,-963,148,111,-97,1009,-106,1
265406,-353,960,287,-963,166,90,-97,990,-116,1
265421,-333,941,326,-963,166,90,-77,961,-126,1
265437,-343,911,316,-945,185,70,-97,990,-116,1
265453,-323,931,356,-936,185,40,-106,1009,-145,1
265468,-282,941,316,-945,175,60,-116,1066,-116,1
265484,-282,941,316,-945,175,60,-97,1047,-116,1
265500,-333,950,326,-945,175,70,-106,1019,-135,1
265515,-333,950,306,-945,166,80,-106,1019,-135,1
265531,-323,931,316,-972,166,101,-126,990,-145,1
265546,-323,931,316,-963,166,121,-155,1000,-126,1
265562,-343,941,316,-981,148,141,-145,1009,-126,1
265578,-323,931,326,-972,175,161,-135,1000,-126,1
265593,-323,931,326,-954,129,181,-126,1057,-126,1
265609,-333,941,336,-972,138,121,-126,1076,-116,1
265625,-323,950,326,-963,138,121,-135,1057,-165,1
265640,-333,921,326,-954,129,141,-135,1038,-155,1
265656,-333,921,326,-945,148,80,-135,1038,-165,1
265671,-323,921,346,-945,157,101,-165,1047,-126,1
265687,-323,931,336,-972,175,101,-203,1076,-116,1
265703,-333,941,346,-963,166,80,-194,1000,-165,1
265718,-333,931,336,-954,175,101,-184,923,-174,1
265734,-323,921,336,-972,185,121,-223,933,-174,1
265750,-333,950,356,-954,194,111,-223,971,-194,1
265765,-323,941,336,-936,194,101,-281,990,-184,1
265781,-343,931,346,-954,194,90,-281,1009,-194,1
265796,-343,921,336,-945,222,90,-291,990,-194,1
265812,-343,921,326,-945,240,80,-242,952,-213,1
265828,-353,911,306,-927,250,60,-194,961,-223,1
265843,-343,921,326,-927,268,40,-174,971,-184,1
265859,-343,931,356,-927,259,30,-203,1038,-184,1
265875,-333,931,336,-918,259,30,-213,1019,-97,1
265890,-323,931,346,-936,259,70,-242,1047,-203,1
265906,-333,950,306,-963,250,80,-233,1000,-174,1
265921,-323,931,336,-945,250,90,-213,961,-184,1
265937,-313,941,316,-945,250,121,-252,980,-194,1
265953,-323,921,356,-936,250,131,-281,980,-174,1
265968,-323,931,346,-945,268,141,-271,1000,-203,1
265984,-323,931,336,-936,259,121,-262,1038,-184,1
266000,-323,911,326,-927,277,90,-252,1047,-194,1
266015,-323,911,346,-927,287,80,-242,1028,-126,1
266031,-323,911,346,-909,277,80,-242,1019,-145,1
266046,-333,921,346,-918,268,60,-242,1000,-135,1
266062,-323,931,356,-918,268,40,-203,980,-145,1
266078,-313,950,346,-954,268,70,-203,980,-145,1
266093,-313,931,336,-963,287,50,-194,971,-165,1
266109,-303,941,336,-918,268,90,-223,1028,-165,1
266125,-313,941,336,-936,250,90,-262,1076,-184,1
266140,-313,941,336,-963,259,101,-281,1076,-135,1
266156,-303,921,346,-936,259,121,-300,1085,-135,1
266171,-323,941,326,-945,268,131,-291,1066,-155,1
266187,-363,941,366,-936,268,101,-252,1009,-174,1
266203,-333,921,366,-918,277,111,-242,1028,-165,1
266218,-343,931,376,-918,305,70,-252,1066,-155,1
266234,-333,921,366,-918,305,70,-242,1066,-145,1
266250,-333,921,366,-927,314,70,-242,1009,-155,1
266265,-343,921,326,-909,342,20,-242,1038,-194,1
266281,-292,950,356,-890,351,10,-242,1057,-174,1
266296,-303,931,326,-890,351,10,-242,1085,-203,1
266312,-292,931,346,-900,370,30,-233,1028,-165,1
266328,-323,931,366,-918,398,80,-213,1009,-126,1
266343,-303,921,356,-900,379,70,-203,1047,-155,1
266359,-303,980,366,-900,351,111,-242,1057,-165,1
266375,-282,941,336,-918,351,131,-252,1047,-145,1
266390,-282,921,356,-936,351,141,-262,1028,-155,1
266406,-282,950,356,-936,351,131,-252,1009,-155,1
266421,-282,941,346,-918,361,101,-242,961,-194,1
266437,-282,950,346,-890,388,30,-184,980,-165,1
266453,-272,941,356,-863,398,20,-184,1009,-116,1
266468,-303,941,376,-872,425,0,-203,1009,-165,1
266484,-303,931,366,-854,444,-20,-184,1028,-145,1
266500,-292,911,336,-845,462,0,-194,1019,-145,1
266515,-262,960,336,-854,500,30,-145,1000,-126,1
266531,-303,931,336,-827,481,30,-165,990,-106,1
266546,-313,941,346,-836,481,40,-223,942,-174,1
266562,-323,931,356,-818,500,60,-233,971,-116,1
266578,-323,931,346,-809,555,0,-184,980,-174,1
266593,-272,921,326,-827,537,50,-252,980,-252,1
266609,-272,960,316,-809,555,80,-203,971,-174,1
266625,-282,960,316,-809,555,70,-252,952,-213,1
266640,-282,941,366,-790,583,40,-116,971,-106,1
266656,-282,980,336,-790,564,50,-194,952,-145,1
266671,-282,941,346,-809,592,80,-174,971,-155,1
266687,-292,941,316,-781,611,70,-242,971,-213,1
266703,-232,960,336,-763,620,90,-203,914,-184,1
266718,-252,960,306,-772,703,80,-194,971,-174,1
266734,-272,941,356,-754,648,30,-223,933,-165,1
266750,-242,950,366,-727,666,0,-165,904,-165,1
266765,-272,960,356,-718,629,10,-126,933,-174,1
266781,-252,970,346,-718,666,-20,-135,933,-174,1
266796,-252,960,326,-718,620,0,-155,914,-174,1
266812,-242,941,336,-754,620,30,-155,885,-174,1
266828,-232,970,336,-718,666,40,-145,876,-155,1
266843,-252,960,336,-681,685,0,-155,895,-165,1
266859,-222,950,336,-672,675,50,-155,914,-126,1
266875,-242,980,306,-690,712,20,-203,971,-145,1
266890,-242,980,316,-672,703,20,-194,857,-87,1
266906,-242,960,336,-718,722,-10,-165,895,-145,1
266921,-272,941,316,-672,722,-30,-155,914,-135,1
266937,-222,980,297,-636,703,30,-145,933,-116,1
266953,-232,980,316,-645,759,40,-135,923,-155,1
266968,-232,970,306,-654,740,50,0,761,-310,1
266984,-212,960,326,-645,768,40,-135,580,-58,1
267000,-212,960,336,-609,768,30,-669,971,524,1
267015,-212,980,316,-590,740,70,-38,1552,-728,1
267031,-222,970,316,-627,759,60,-213,1142,-106,1
267046,-242,960,316,-627,740,60,-135,742,38,1
267062,-202,980,297,-600,759,10,-97,761,-58,1
267078,-242,960,297,-600,787,-10,-58,857,-155,1
267093,-181,960,316,-563,787,20,-48,933,-116,1
267109,-171,960,306,-545,777,-10,9,971,-116,1
267125,-181,980,267,-563,787,30,-19,1028,-126,1
267140,-181,980,316,-536,814,30,-38,1000,-145,1
267156,-171,980,336,-536,824,0,-77,990,-194,1
267171,-171,980,336,-500,805,60,-87,971,-126,1
267187,-151,1000,316,-500,842,80,-77,952,-116,1
267203,-171,990,306,-500,879,30,-77,942,-77,1
267218,-151,1009,277,-490,851,40,-29,971,-87,1
267234,-181,980,316,-518,879,70,-29,1057,-116,1
267250,-181,1009,316,-500,851,90,-38,1076,-126,1
267265,-171,960,316,-536,851,60,-38,1076,-126,1
267281,-191,970,306,-545,851,80,-38,1028,-106,1
267296,-191,970,306,-545,814,70,-29,1009,-126,1
267312,-202,1000,267,-600,796,50,-19,980,-106,1
267328,-232,970,297,-600,777,60,-38,1000,-87,1
267343,-252,970,287,-663,759,80,-38,1000,-87,1
267359,-242,970,287,-700,759,40,-19,980,-126,1
267375,-252,980,277,-645,740,50,9,971,-87,1
267390,-252,980,277,-563,805,60,29,952,-87,1
267406,-242,950,277,-472,833,60,-29,933,-67,1
267421,-171,980,277,-481,851,70,-77,914,-184,1
267437,-181,1000,306,-481,888,90,38,952,-48,1
267453,-171,1009,297,-454,888,80,38,952,-48,1
267468,-161,990,306,-427,916,111,-9,1266,-87,1
267484,-141,1000,306,-390,935,101,-9,1266,-87,1
267500,-131,990,306,-381,925,101,194,1076,-48,1
267515,-111,1009,316,-445,898,80,165,1009,0,1
267531,-141,1009,297,-463,870,80,126,914,-38,1
267546,-171,1000,306,-509,851,70,106,952,-58,1
267562,-181,990,257,-527,833,40,87,952,0,1
267578,-181,960,267,-527,833,40,174,1133,-87,1
267593,-202,970,277,-536,796,30,97,1104,-155,1
267609,-212,970,267,-581,805,30,87,904,-29,1
267625,-191,950,277,-545,814,40,19,914,-97,1
267640,-191,980,257,-572,814,40,38,923,-97,1
267656,-212,970,267,-554,833,60,38,923,-97,1
267671,-181,990,277,-545,833,60,87,942,-19,1
267687,-191,1000,287,-527,842,80,135,961,-48,1
267703,-181,980,287,-509,851,80,116,923,-48,1
267718,-151,1009,287,-509,870,101,126,971,-38,1
267734,-131,1019,287,-472,870,70,87,961,-38,1
267750,-141,1009,297,-436,879,90,135,1047,19,1
267765,-161,980,297,-418,907,90,165,1247,38,1
267781,-161,1000,306,-409,916,80,135,1304,-184,1
267796,-171,970,297,-436,879,111,135,1057,-77,1
267812,-181,980,287,-463,879,90,116,923,9,1
267828,-181,980,277,-472,861,80,87,990,-97,1
267843,-202,1000,287,-481,851,80,77,1009,-38,1
267859,-171,990,287,-500,842,80,77,1019,-87,1
267875,-161,990,277,-509,842,101,97,990,-58,1
267890,-171,1000,297,-500,842,80,106,971,-87,1
267906,-161,990,277,-509,851,111,116,942,-19,1
267921,-161,1000,297,-490,851,90,87,980,-9,1
267937,-151,1009,287,-490,870,70,106,1028,-38,1
267953,-151,980,306,-463,861,80,126,1047,-106,1
267968,-161,1000,277,-436,898,80,126,1028,-97,1
267984,-191,1009,257,-445,879,60,106,990,-58,1
